web-scraper-order,web-scraper-start-url,price,rooms,bathrooms,sizem2,zone
"1606145423-5015","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=11","1.300€","2 Hab","1 Baño","61m2","Passeig de Sant Joan, Gràcia, Camp d'en Grassot i Gràcia Nova, Barcelona"
"1606145127-3364","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=121","4.500€","4 Hab","3 Baños","256m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145181-3674","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=101","1.000€","3 Hab","1 Baño","100m2","Sant Martí, Parc i Llacuna del Poblenou, Barcelona"
"1606145062-3005","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=145","1.325€","2 Hab","2 Baños","69m2","Ciutat Vella, Gòtic, Barcelona"
"1606145059-2998","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=146","770€","3 Hab","1 Baño","67m2","Sant Andreu, Barcelona"
"1606144766-1352","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=255","550€","1 Hab","1 Baño","40m2","Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144855-1846","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=222","1.650€","2 Hab","2 Baños","98m2","Muntaner, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145238-3989","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=80","2.800€","4 Hab","3 Baños","265m2","Sarrià / Sant Gervasi, El Putxet i el Farró, Barcelona"
"1606144763-1340","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=256","850€","3 Hab","1 Baño","74m2","Carrer de Sants, Sants / Monjuïc, Sants-Badal, Barcelona"
"1606145162-3564","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=108","1.350€","1 Hab","1 Baño","49m2","Ciutat Vella, Gòtic, Barcelona"
"1606144632-615","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=305","995€","2 Hab","1 Baño","64m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144890-2042","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=209","2.600€","4 Hab","3 Baños","191m2","Les Corts, Pedralbes, Barcelona"
"1606145110-3275","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=127","7.700€","7 Hab","4 Baños","640m2","Sarrià / Sant Gervasi, Sarrià, Barcelona"
"1606144922-2222","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=197","1.350€","2 Hab","1 Baño","40m2","Sarrià / Sant Gervasi, St Gervasi, El Putxet i el Farró, Barcelona"
"1606145011-2725","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=164","880€","3 Hab","2 Baños","74m2","Sant Andreu, Barcelona"
"1606144621-544","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=309","2.500€","5 Hab","2 Baños","120m2","Ronda de Sant Pere 3, Eixample, Dreta Eixample, Barcelona"
"1606145345-4578","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=40","1.700€","3 Hab","2 Baños","110m2","Calle casp, Eixample, Dreta Eixample, Barcelona"
"1606145027-2812","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=158","817€","3 Hab","1 Baño","77m2","Sants / Monjuïc, El Poble-sec, Barcelona"
"1606145189-3719","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=98","1.200€","2 Hab","1 Baño","67m2","Gràcia, Vila de Gràcia, Barcelona"
"1606144571-298","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=326","1.000€","3 Hab","1 Baño","55m2","Vallespir, Les Corts, Barcelona"
"1606144866-1919","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=218","790€","1 Hab","1 Baño","40m2","Calle sant bartolomeu, Ciutat Vella, Raval, Barcelona"
"1606144901-2111","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=205","1.450€","3 Hab","2 Baños","90m2","Sant Martí, Poblenou, Barcelona"
"1606144629-600","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=306","1.000€","2 Hab","1 Baño","65m2","sant pere mes alt, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606144621-546","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=309","2.350€","4 Hab","3 Baños","110m2","Carrer d'Aribau 207, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144635-622","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=304","1.300€","2 Hab","1 Baño","65m2","Sant Martí, Provençals del Poblenou, Barcelona"
"1606145374-4751","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=29","1.800€","2 Hab","2 Baños","100m2","Ciutat Vella, El Gòtic, Gòtic, Barcelona"
"1606144591-390","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=320","600€","1 Hab","1 Baño","40m2","Nou Barris, Vallbona, Barcelona"
"1606144741-1229","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=264","1.600€","3 Hab","3 Baños","145m2","Valls y Teberner, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144557-219","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=331","1.720€","3 Hab","2 Baños","113m2","Ciutat Vella, Gòtic, Barcelona"
"1606144709-1050","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=276","785€","3 Hab","1 Baño","75m2","Sant Andreu, Trinitat Vella, Barcelona"
"1606144666-800","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=292","1.000€","1 Hab","1 Baño","50m2","Les Corts, Pedralbes, Barcelona"
"1606144984-2567","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=174","675€","1 Hab","1 Baño","35m2","Casals 33, Nou Barris, Verdum, Barcelona"
"1606145129-3378","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=120","3.000€","2 Hab","2 Baños","170m2","Eixample, Dreta Eixample, Barcelona"
"1606144544-140","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=336","1.500€","2 Hab","2 Baños","70m2","Bonaire, Ciutat Vella, Sant Pere - Santa Caterina i la Ribera, Barcelona"
"1606145391-4841","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=23","1.050€","2 Hab","1 Baño","62m2","Carrer de Trajà, Sants / Monjuïc, Font de la Guatlla, Barcelona"
"1606144568-273","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=327","1.250€","3 Hab","1 Baño","60m2","Calle d´en serra 1, Ciutat Vella, Gòtic, Barcelona"
"1606145205-3808","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=92","1.800€","3 Hab","2 Baños","150m2","Les Corts, La Maternitat i Sant Ramón, Barcelona"
"1606145197-3763","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=95","1.200€","4 Hab","2 Baños","97m2","Ciutat Vella, Raval, Barcelona"
"1606145405-4907","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=18","1.650€","3 Hab","1 Baño","126m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144820-1653","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=235","1.450€","3 Hab","2 Baños","70m2","Carrer Nou de la Rambla, Ciutat Vella, Raval, Barcelona"
"1606144536-94","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=339","1.800€","4 Hab","2 Baños","107m2","Gràcia, Vila de Gràcia, Barcelona"
"1606144755-1304","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=259","770€","2 Hab","1 Baño","46m2","Sant Andreu, Congrés i els Indians, Barcelona"
"1606144858-1867","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=221","1.200€","4 Hab","2 Baños","90m2","Gràcia, Vila de Gràcia, Barcelona"
"1606144809-1602","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=239","2.900€","2 Hab","2 Baños","308m2","Carrer de Pamplona, Sant Martí, Poble Nou, Parc i Llacuna del Poblenou, Barcelona"
"1606145396-4874","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=21","3.250€","4 Hab","3 Baños","237m2","Eixample, Dreta Eixample, Barcelona"
"1606144885-2013","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=211","2.000€","4 Hab","2 Baños","111m2","Les Corts, Barcelona"
"1606144760-1332","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=257","1.000€","1 Hab","1 Baño","55m2","Calle Bolivia, Sant Martí, Provençals del Poblenou, Barcelona"
"1606145235-3965","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=81","3.850€","5 Hab","3 Baños","235m2","Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145334-4527","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=44","8.500€","4 Hab","4 Baños","240m2","Les Corts, Pedralbes, Barcelona"
"1606144944-2346","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=189","1.400€","3 Hab","2 Baños","102m2","Calle d´Hercegovina, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606145107-3263","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=128","1.780€","3 Hab","2 Baños","129m2","Sarrià / Sant Gervasi, Sant Gervasi- Galvany, Sant Gervasi-Galvany, Barcelona"
"1606145413-4956","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=15","3.600€","5 Hab","3 Baños","259m2","Calle bori i fontestà, Sarrià / Sant Gervasi, Sant Gervasi-Galvany, Barcelona"
"1606144903-2130","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=204","830€","3 Hab","1 Baño","77m2","Malats 106, Sant Andreu, Barcelona"
"1606144629-586","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=306","1.150€","4 Hab","1 Baño","80m2","Carrer de Bretón de los Herreros, Gràcia, Vila de Gràcia, Barcelona"
"1606145203-3792","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=93","1.150€","3 Hab","1 Baño","108m2","sardenya, Eixample, Sagrada Família, Barcelona"
"1606145345-4587","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=40","675€","2 Hab","1 Baño","54m2","Sant Andreu, Congrés i els Indians, Barcelona"
"1606145121-3345","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=123","1.300€","2 Hab","1 Baño","81m2","Sarrià / Sant Gervasi, Sant Gervasi- Galvany, Sant Gervasi-Galvany, Barcelona"
"1606144544-136","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=336","1.300€","1 Hab","1 Baño","65m2","Sarrià / Sant Gervasi, Sant Gervasi - Galvany, Sant Gervasi-Galvany, Barcelona"
"1606145451-5173","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=1","875€","2 Hab","1 Baño","38m2","Carrer del Mar, Ciutat Vella, Barceloneta, Barcelona"
"1606145307-4373","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=54","1.200€","3 Hab","1 Baño","70m2","Calle sant antoni abat 14, Ciutat Vella, Raval, Barcelona"
"1606145164-3578","https://www.enalquiler.com/search?provincia=9&poblacion=4596&habitaciones=1&tipo_base=1&tipo=0&price_type=1&online_booking=0&locations_with_rooms%5B30%5D=Madrid&locations_with_rooms%5B9%5D=Barcelona&page=107","1.200€","3 Hab","1 Baño","71m2","Sant Martí, Provençals del Poblenou, Barcelona"
